workstream,method,param,rung,eval,prr,n_seeds,mode,source_csv
F5b-log,anchored-wMSP,0.3,DiffTask-long,samsum,0.0872,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,DiffTask-long,xsum,-0.0273,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,DiffTask-long,xsum,-0.0568,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,asqa,0.4878,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,asqa,0.4924,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,cnn_dailymail,0.4860,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,cnn_dailymail,0.5077,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,expertqa,0.4498,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,expertqa,0.4545,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,factscore,0.5643,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,factscore,0.5675,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,med_quad,0.3771,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,med_quad,0.3860,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,pubmed_qa,0.5598,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,pubmed_qa,0.5859,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,samsum,0.4078,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,samsum,0.4366,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,xsum,0.3697,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,ID,xsum,0.3775,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,asqa,0.2431,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,asqa,0.2438,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,cnn_dailymail,0.1375,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,cnn_dailymail,0.1435,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,expertqa,0.0439,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,expertqa,0.0563,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,factscore,0.1982,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,factscore,0.2056,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,med_quad,0.1595,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,med_quad,0.1652,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,pubmed_qa,0.2470,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,pubmed_qa,0.2506,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,samsum,0.1974,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,samsum,0.2002,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,xsum,0.1439,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,LOO-long,xsum,0.1705,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,asqa,0.2917,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,asqa,0.2957,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,cnn_dailymail,0.1203,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,cnn_dailymail,0.1743,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,expertqa,0.1299,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,expertqa,0.1568,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,factscore,0.1567,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,factscore,0.1748,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,med_quad,0.1038,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,med_quad,0.1320,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,pubmed_qa,0.1670,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,pubmed_qa,0.1705,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,samsum,0.2115,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,samsum,0.2504,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,xsum,0.1686,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,0.3,SameTask-long,xsum,0.2108,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,asqa,0.3326,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,asqa,0.3552,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,cnn_dailymail,0.1224,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,cnn_dailymail,0.1523,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,expertqa,0.0595,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,expertqa,0.0925,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,factscore,0.1700,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,factscore,0.2255,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,med_quad,0.1390,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,med_quad,0.1591,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,pubmed_qa,0.2053,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,pubmed_qa,0.2145,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,samsum,0.1215,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,samsum,0.1734,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,xsum,0.1297,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,1ds-Diff-long,xsum,0.1335,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,asqa,0.2997,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,asqa,0.3492,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,cnn_dailymail,0.1556,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,cnn_dailymail,0.1677,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,expertqa,0.0882,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,expertqa,0.0959,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,factscore,0.1885,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,factscore,0.2855,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,med_quad,0.1428,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,med_quad,0.1676,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,pubmed_qa,0.1389,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,pubmed_qa,0.2182,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,samsum,0.0350,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,samsum,0.0893,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,xsum,-0.0587,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,DiffTask-long,xsum,0.0028,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,asqa,0.4788,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,asqa,0.4964,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,cnn_dailymail,0.5225,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,cnn_dailymail,0.5288,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,expertqa,0.4463,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,expertqa,0.4847,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,factscore,0.5898,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,factscore,0.6290,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,med_quad,0.4094,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,med_quad,0.4533,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,pubmed_qa,0.5576,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,pubmed_qa,0.5727,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,samsum,0.4439,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,samsum,0.4448,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,xsum,0.3656,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,ID,xsum,0.3814,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,asqa,0.2651,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,asqa,0.3299,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,cnn_dailymail,0.1527,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,cnn_dailymail,0.2210,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,expertqa,0.0732,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,expertqa,0.1038,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,factscore,0.1637,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,factscore,0.2052,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,med_quad,0.1544,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,med_quad,0.1709,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,pubmed_qa,0.1902,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,pubmed_qa,0.2919,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,samsum,0.1383,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,samsum,0.2068,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,xsum,0.1508,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,LOO-long,xsum,0.1672,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,asqa,0.2849,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,asqa,0.3042,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,cnn_dailymail,0.1663,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,cnn_dailymail,0.2355,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,expertqa,0.1111,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,expertqa,0.1283,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,factscore,0.1337,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,factscore,0.2532,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,med_quad,0.1264,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,med_quad,0.1368,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,pubmed_qa,0.1714,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,pubmed_qa,0.2488,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,samsum,0.2684,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,samsum,0.2862,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,xsum,0.1909,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,1.0,SameTask-long,xsum,0.1942,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,asqa,0.2992,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,asqa,0.4013,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,cnn_dailymail,0.1403,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,cnn_dailymail,0.3020,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,expertqa,0.0366,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,expertqa,0.1154,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,factscore,0.2688,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,factscore,0.2728,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,med_quad,0.1767,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,med_quad,0.1780,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,pubmed_qa,0.2896,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,pubmed_qa,0.3176,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,samsum,0.0679,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,samsum,0.0909,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,xsum,0.0226,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,1ds-Diff-long,xsum,0.0880,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,asqa,0.3421,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,asqa,0.3881,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,cnn_dailymail,0.1506,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,cnn_dailymail,0.2627,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,expertqa,0.1086,3,random,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,expertqa,0.1181,3,anchor,anchor_msp_min_expertqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,factscore,0.2482,3,anchor,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,factscore,0.3031,3,random,anchor_msp_min_factscore__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,med_quad,0.1397,3,random,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,med_quad,0.1766,3,anchor,anchor_msp_min_med_quad__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,pubmed_qa,0.1448,3,random,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,pubmed_qa,0.3113,3,anchor,anchor_msp_min_pubmed_qa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,samsum,0.0071,3,anchor,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,samsum,0.1222,3,random,anchor_msp_min_samsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,xsum,-0.0439,3,random,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,DiffTask-long,xsum,0.0305,3,anchor,anchor_msp_min_xsum__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,ID,asqa,0.4647,3,anchor,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,ID,asqa,0.4813,3,random,anchor_msp_min_asqa__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,ID,cnn_dailymail,0.5154,3,anchor,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
F5b-log,anchored-wMSP,10.0,ID,cnn_dailymail,0.5354,3,random,anchor_msp_min_cnn_dailymail__logpen__meta-llama_Meta-Llama-3.1-8B.csv
